Date,US,Japan,UK,China,Hong Kong,Canada,France
"Dec 31, 2007","4,776.313","1,647.648","7,589.992",118.635,"42,887.870","6,123.023","8,123.605"
"Jan 31, 2008","4,486.438","1,496.488","6,912.164",93.057,"37,892.560","5,734.094","7,144.082"
"Feb 29, 2008","4,346.957","1,475.366","6,940.988",103.088,"37,048.160","6,089.875","7,262.348"
"Mar 31, 2008","4,330.945","1,354.253","6,791.793",90.535,"34,785.640","5,756.992","7,446.223"
"Apr 30, 2008","4,545.316","1,525.273","7,231.355",104.667,"37,622.980","6,165.441","7,786.484"
"May 30, 2008","4,617.844","1,579.466","7,188.590",99.479,"37,416.820","6,635.270","7,992.582"
"Jun 30, 2008","4,241.461","1,477.995","6,738.113",87.403,"33,419.990","6,398.734","7,205.555"
"Jul 31, 2008","4,192.953","1,455.639","6,461.848",89.417,"32,928.140","5,954.125","7,063.902"
"Aug 29, 2008","4,250.383","1,403.440","6,253.980",82.100,"31,169.210","5,839.004","6,817.539"
"Sep 30, 2008","3,860.513","1,219.732","5,325.422",65.361,"25,757.460","5,010.723","5,844.848"
"Oct 31, 2008","3,200.304",962.918,"4,315.691",50.496,"20,277.570","3,660.681","4,534.770"
"Nov 28, 2008","2,964.169",920.889,"4,038.324",52.794,"20,155.250","3,453.988","4,286.691"
"Dec 31, 2008","3,002.603",947.757,"3,922.249",58.337,"20,925.030","3,358.364","4,653.668"
"Jan 30, 2009","2,757.992",875.156,"3,678.291",53.493,"21,019.910","3,241.113","3,990.053"
"Feb 27, 2009","2,475.325",835.422,"3,377.624",51.796,"20,015.760","2,964.089","3,611.338"
"Mar 31, 2009","2,687.433",861.582,"3,503.353",59.114,"20,826.130","3,243.895","3,910.931"
"Apr 30, 2009","2,945.475",940.832,"3,945.008",65.679,"24,338.200","3,696.839","4,432.082"
"May 29, 2009","3,107.532","1,006.884","4,492.219",77.099,"28,741.670","4,482.898","4,996.172"
"Jun 30, 2009","3,114.565","1,035.675","4,435.031",80.283,"28,278.360","4,241.008","4,790.133"
"Jul 31, 2009","3,349.331","1,065.554","4,846.035",88.981,"32,172.930","4,751.086","5,295.988"
"Aug 31, 2009","3,465.820","1,079.232","5,114.242",82.726,"29,893.530","4,683.543","5,716.938"
"Sep 30, 2009","3,600.257","1,024.195","5,256.777",86.594,"32,353.150","5,024.543","6,066.770"
"Oct 30, 2009","3,530.520","1,009.492","5,324.422",92.174,"33,237.960","4,767.141","5,824.313"
"Nov 30, 2009","3,740.563",950.843,"5,479.246",94.438,"32,827.180","5,122.281","6,055.773"
"Dec 31, 2009","3,817.617","1,035.537","5,623.492",94.874,"33,511.890","5,284.785","6,201.516"
"Jan 29, 2010","3,683.695","1,027.540","5,352.883",86.681,"31,305.040","4,895.375","5,743.156"
"Feb 26, 2010","3,797.381","1,018.549","5,275.539",88.582,"32,528.000","5,178.391","5,611.605"
"Mar 31, 2010","4,024.789","1,125.122","5,590.270",93.380,"34,326.460","5,609.730","5,960.414"
"Apr 30, 2010","4,089.279","1,130.250","5,527.426",93.069,"33,494.910","5,692.578","5,659.035"
"May 31, 2010","3,759.572","1,005.978","4,926.277",88.081,"31,364.040","5,303.148","4,942.520"
"Jun 30, 2010","3,559.653",958.262,"4,816.457",89.200,"32,326.630","5,029.582","4,870.797"
"Jul 30, 2010","3,808.436",971.878,"5,400.988",93.097,"34,204.210","5,391.621","5,476.070"
"Aug 31, 2010","3,639.268",920.219,"5,294.324",90.535,"34,565.390","5,288.656","5,144.941"
"Sep 30, 2010","3,970.138",957.960,"5,769.207",98.772,"39,405.260","5,702.258","5,890.152"
"Oct 29, 2010","4,126.480",942.515,"5,996.789",102.617,"40,275.420","5,882.805","6,189.738"
"Nov 30, 2010","4,131.082","1,000.809","5,702.250",100.176,"41,032.200","5,945.566","5,518.625"
"Dec 31, 2010","4,407.355","1,042.850","6,118.445",99.460,"41,298.010","6,405.832","6,001.031"
"Jan 31, 2011","4,513.027","1,054.798","6,239.191",98.943,"41,998.620","6,434.457","6,417.676"
"Feb 28, 2011","4,664.336","1,102.924","6,508.570",97.159,"40,610.240","6,904.168","6,641.867"
"Mar 31, 2011","4,669.887","1,013.951","6,350.078",102.329,"41,128.680","6,905.504","6,635.668"
"Apr 29, 2011","4,812.785",996.290,"6,799.621",103.991,"42,151.520","6,989.738","7,165.840"
"May 31, 2011","4,760.613",981.294,"6,651.898",104.369,"42,387.000","6,778.770","6,936.629"
"Jun 30, 2011","4,679.895",989.821,"6,460.383",100.543,"40,735.620","6,589.676","6,983.973"
"Jul 29, 2011","4,588.742",979.603,"6,464.750",99.716,"41,559.200","6,450.863","6,422.738"
"Aug 31, 2011","4,334.930",891.607,"5,992.633",90.424,"39,024.210","6,223.582","5,733.094"
"Sep 30, 2011","4,023.146",884.513,"5,466.266",75.219,"32,628.610","5,348.254","4,903.613"
"Oct 31, 2011","4,465.152",892.582,"6,125.250",86.624,"36,721.790","5,908.688","5,534.414"
"Nov 30, 2011","4,452.910",849.440,"5,959.914",79.347,"34,015.910","5,751.246","5,205.891"
"Dec 30, 2011","4,495.066",848.934,"5,964.297",81.316,"34,681.100","5,627.016","5,041.043"
